Mod:Item:MetaData, Localized Name
logisticspipes:pipe_hs_line, Highspeed Line Tube
logisticspipes:pipe_hs_gain, Highspeed Gain Tube
logisticspipes:item_card:0, Logistics Item Card
logisticspipes:remote_orderer, Remote Orderer
logisticspipes:sign_creator:0, Crafting Sign Creator
logisticspipes:hud_glasses, Logistics HUD Glasses
logisticspipes:parts:0, Logistics HUD Bow
logisticspipes:parts:1, Logistics HUD Glass
logisticspipes:parts:2, Logistics HUD Nose Bridge
logisticspipes:parts:3, Nano Hopper
logisticspipes:module_blank, Blank Module
logisticspipes:disk, Logistics Disk
logisticspipes:fluid_container, Logistics Fluid Container
logisticspipes:broken_item, Logistics Broken Item
logisticspipes:guide_book, Logistics Pipes' Guide Book
logisticspipes:pipe_controller, Pipe Controller
logisticspipes:pipe_manager, Pipe Manager
logisticspipes:logistics_programmer, Logistics Programmer
logisticspipes:chip_basic, Basic Chip
logisticspipes:chip_basic_raw, Raw Basic Chip
logisticspipes:chip_advanced, Advanced Chip
logisticspipes:chip_advanced_raw, Raw Advanced Chip
logisticspipes:chip_fpga, FPGA
logisticspipes:chip_fpga_raw, Raw FPGA
logisticspipes:frame, Logistics Block Frame
logisticspipes:power_junction, Logistics Power Junction
logisticspipes:security_station, Logistics Security Station
logisticspipes:crafting_table, Logistics Crafting Table
logisticspipes:crafting_table_fuzzy, Logistics Fuzzy Crafting Table
logisticspipes:statistics_table, Logistics Statistics Table
logisticspipes:power_provider_rf, Logistics RF Power Provider
logisticspipes:power_provider_eu, Logistics EU Power Provider
logisticspipes:power_provider_mj, Logistics MJ Power Provider
logisticspipes:program_compiler, Logistics Program Compiler
morefurnaces:upgrade:0, Furnace Upgrade: Stone To Iron
morefurnaces:upgrade:1, Furnace Upgrade: Stone To Netherrack
morefurnaces:upgrade:2, Furnace Upgrade: Iron To Gold
morefurnaces:upgrade:3, Furnace Upgrade: Iron To Obsidian
morefurnaces:upgrade:4, Furnace Upgrade: Gold To Diamond
morefurnaces:upgrade:5, Furnace Upgrade: Copper To Silver
morefurnaces:upgrade:6, Furnace Upgrade: Iron To Silver
morefurnaces:upgrade:7, Furnace Upgrade: Stone To Copper
morefurnaces:furnaceblock:0, Iron Furnace
morefurnaces:furnaceblock:1, Gold Furnace
morefurnaces:furnaceblock:2, Diamond Furnace
morefurnaces:furnaceblock:3, Obsidian Furnace
morefurnaces:furnaceblock:4, Netherrack Furnace
morefurnaces:furnaceblock:5, Copper Furnace
morefurnaces:furnaceblock:6, Silver Furnace
mutantbeasts:chemical_x, Chemical X
mutantbeasts:creeper_minion_tracker, Creeper Minion Tracker
mutantbeasts:creeper_shard, Creeper Shard
mutantbeasts:endersoul_hand, Endersoul Hand
mutantbeasts:hulk_hammer, Hulk Hammer
mutantbeasts:mutant_skeleton_arms, Mutant Skeleton Arms
mutantbeasts:mutant_skeleton_limb, Mutant Skeleton Limb
mutantbeasts:mutant_skeleton_shoulder_pad, Mutant Skeleton Shoulder Pad
mutantbeasts:mutant_skeleton_rib, Mutant Skeleton Rib
mutantbeasts:mutant_skeleton_rib_cage, Mutant Skeleton Rib Cage
mutantbeasts:mutant_skeleton_pelvis, Mutant Skeleton Pelvis
mutantbeasts:mutant_skeleton_skull, Mutant Skeleton Skull
mutantbeasts:mutant_skeleton_chestplate, Mutant Skeleton Chestplate
mutantbeasts:mutant_skeleton_leggings, Mutant Skeleton Leggings
mutantbeasts:mutant_skeleton_boots, Mutant Skeleton Boots
netherendingores:creative_tab, Creative Tab Block
netherendingores:ore_end_modded_1:0, End Aluminum Ore
netherendingores:ore_end_modded_1:1, End Copper Ore
netherendingores:ore_end_modded_1:2, End Iridium Ore
netherendingores:ore_end_modded_1:3, End Lead Ore
netherendingores:ore_end_modded_1:4, End Mithril Ore
netherendingores:ore_end_modded_1:5, End Nickel Ore
netherendingores:ore_end_modded_1:6, End Platinum Ore
netherendingores:ore_end_modded_1:7, End Silver Ore
netherendingores:ore_end_modded_1:8, End Tin Ore
netherendingores:ore_end_modded_1:9, End Certus Quartz Ore
netherendingores:ore_end_modded_1:10, End Charged Certus Quartz Ore
netherendingores:ore_end_modded_1:11, End Osmium Ore
netherendingores:ore_end_modded_1:12, End Uranium Ore
netherendingores:ore_end_modded_1:13, End Yellorite Ore
netherendingores:ore_end_modded_1:14, End Dilithium Ore
netherendingores:ore_end_modded_1:15, End Tritanium Ore
netherendingores:ore_end_modded_2:0, End Zinc Ore
netherendingores:ore_end_vanilla:0, End Coal Ore
netherendingores:ore_end_vanilla:1, End Diamond Ore
netherendingores:ore_end_vanilla:2, End Emerald Ore
netherendingores:ore_end_vanilla:3, End Gold Ore
netherendingores:ore_end_vanilla:4, End Iron Ore
netherendingores:ore_end_vanilla:5, End Lapis Ore
netherendingores:ore_end_vanilla:6, End Redstone Ore
netherendingores:ore_nether_modded_1:0, Nether Aluminum Ore
netherendingores:ore_nether_modded_1:1, Nether Copper Ore
netherendingores:ore_nether_modded_1:2, Nether Iridium Ore
netherendingores:ore_nether_modded_1:3, Nether Lead Ore
netherendingores:ore_nether_modded_1:4, Nether Mithril Ore
netherendingores:ore_nether_modded_1:5, Nether Nickel Ore
netherendingores:ore_nether_modded_1:6, Nether Platinum Ore
netherendingores:ore_nether_modded_1:7, Nether Silver Ore
netherendingores:ore_nether_modded_1:8, Nether Tin Ore
netherendingores:ore_nether_modded_1:9, Nether Certus Quartz Ore
netherendingores:ore_nether_modded_1:10, Nether Charged Certus Quartz Ore
netherendingores:ore_nether_modded_1:11, Nether Osmium Ore
netherendingores:ore_nether_modded_1:12, Nether Uranium Ore
netherendingores:ore_nether_modded_1:13, Nether Yellorite Ore
netherendingores:ore_nether_modded_1:14, Nether Dilithium Ore
netherendingores:ore_nether_modded_1:15, Nether Tritanium Ore
netherendingores:ore_nether_modded_2:0, Nether Zinc Ore
netherendingores:ore_nether_vanilla:0, Nether Coal Ore
netherendingores:ore_nether_vanilla:1, Nether Diamond Ore
netherendingores:ore_nether_vanilla:2, Nether Emerald Ore
netherendingores:ore_nether_vanilla:3, Nether Gold Ore
netherendingores:ore_nether_vanilla:4, Nether Iron Ore
netherendingores:ore_nether_vanilla:5, Nether Lapis Ore
netherendingores:ore_nether_vanilla:6, Nether Redstone Ore
netherendingores:ore_other_1:0, Overworld Quartz Ore
netherendingores:ore_other_1:1, End Quartz Ore
netherendingores:ore_other_1:2, Overworld Ardite Ore
netherendingores:ore_other_1:3, End Ardite Ore
netherendingores:ore_other_1:4, Overworld Cobalt Ore
netherendingores:ore_other_1:5, End Cobalt Ore
primitivemobs:camouflage_dye, Camouflage Dye
primitivemobs:camouflage_helmet, Camouflage Helmet
primitivemobs:camouflage_chestplate, Camouflage Chestplate
primitivemobs:camouflage_boots, Camouflage Boots
primitivemobs:camouflage_leggings, Camouflage Leggings
primitivemobs:dodo, Raw Dodo
primitivemobs:cooked_dodo, Cooked Dodo
primitivemobs:dodo_egg, Dodo Egg
primitivemobs:mimic_orb, Mimic Orb
primitivemobs:goblin_mace, Goblin Mace
primitivemobs:wonder_sap, Wonder Sap
primitivemobs:spider_egg, Spider Egg
primitivemobs:mysteryegg1, Mystery Egg
primitivemobs:mysteryegg2, Mystery Egg
primitivemobs:mysteryegg3, Mystery Egg
primitivemobs:spider_eggshell, Spider Egg Shell
redwoods:redwood_log, Redwood Log
redwoods:fir_log, Fir Log
redwoods:redwood_log_quarter, Redwood Log
redwoods:fir_log_quarter, Fir Log
redwoods:redwood_sapling, Redwood Sapling
redwoods:fir_sapling, Fir Sapling
redwoods:redwood_leaves, Redwood Leaves
redwoods:fir_leaves, Fir Leaves
redwoods:redwood_planks, Redwood Planks
redwoods:fir_planks, Fir Wood Planks
redwoods:redwood_slab:0, Redwood Slab
redwoods:fir_slab:0, Fir Wood Slab
redwoods:redwood_stairs, Redwood Stairs
redwoods:fir_stairs, Fir Wood Stairs
redwoods:redwood_fence, Redwood Fence
redwoods:fir_fence, Fir Fence
redwoods:redwood_fence_gate, Redwood Fence Gate
redwoods:fir_fence_gate, Fir Fence Gate
redwoods:redwood_door, Redwood Door
redwoods:fir_door, Fir Door
redwoods:log_turner, Log Turner
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:rftools_shape_manual, RFTools Shape Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:infused_enderpearl, Infused Enderpearl
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:modifier_module, Modifier
rftools:storage_module_tablet, Storage Tablet
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Type Module
rftools:generic_module, Generic Type Module
rftools:filter_module, Filter Module
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:text_module, Text Screen Module
rftools:inventory_module, Inventory Screen Module
rftools:inventoryplus_module, Inventory Plus Screen Module
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Screen Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
rftools:featherfalling_module, Feather Falling Environmental Module
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module
rftools:flight_module, Flight Environmental Module
rftools:peaceful_module, Peaceful Environmental Module
rftools:waterbreathing_module, Water Breathing Environmental Module
rftools:nightvision_module, Night Vision Environmental Module
rftools:blindness_module, Blindness Environmental Module
rftools:weakness_module, Weakness Environmental Module
rftools:poison_module, Poison Environmental Module
rftools:slowness_module, Slowness Environmental Module
rftools:glowing_module, Glowing Environmental Module
rftools:luck_module, Luck Environmental Module
rftools:noteleport_module, No Teleport Environmental Module
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
